id,doc,frame,minority,linguistic_minority,religious_minority,social_class_minority,sexual_orientation_minority,ethnic_minority,national_minority,other_minority,disabled_minority,age_numerical,income,citizenship,education,political_left_right,exp_housing_discrim,city_district,city_neighborhood,prof_situation,fear_forced_out,seen_landlord_pressure,changes_in_community,seen_renovations,neighborhood_connection,respect_rules,neighbhorhood_crime,env_pollution_impact,climate_concern,age,city,country,preframe_densifproj_acceptance,postframe_densifproj_acceptance,densifproj_on_rent,densifproj_on_social,politics,politics_w_extremes,gender_Female,gender_Male,gender_Non-binary,gender_Prefer not to say,Group.1,imce_RentContr,imce_InclZon,imce_Partic,imce_nonProf,imce_dens,imce_mixUse,imce_ClimNeutr
R_117UHqsGxtHSQgJ,Not a good mix of power to all parties involved,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,6.0,US Born,Master's degree,4.0,No,Northwest Side,Portage Park,Employed (full-time),0,0,-2,2,2,-1,0,5.0,0,2,Chicago,United States,0,-1,1,-1,moderate,moderate,1,0,0,0,R_117UHqsGxtHSQgJ,0.141123861359444,0.160159124629863,0.193871287900262,0.268375625672136,-0.179718425196988,0.0782383482564208,-0.164332196685777
R_6Rmu6sg6mDuEdcl,"Rent control, net zero emissions, resident in put, and affordable housing are all extremely important to me",neighborhood,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.0,US Born,Bachelor's degree,0.0,No,West and Near West Side,Humboldt Park,Student,-1,1,2,0,1,0,-1,9.0,2,2,Chicago,United States,0,1,2,-2,liberal,very liberal,1,0,0,0,R_6Rmu6sg6mDuEdcl,0.359244361644482,0.0,0.831080413379147,-0.0616452633661153,0.38755962844967,-0.204458994946774,0.466105154871376
R_3HTVf7oEawTkAa8,I pick the one that's best,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,1.0,US Born,Secondary school certificate,4.0,Yes,South Side,South Shore,Not working (retired),-2,-1,1,0,1,1,-1,4.0,1,5,Chicago,United States,0,0,2,2,moderate,moderate,1,0,0,0,R_3HTVf7oEawTkAa8,0.21956785491741,-0.016228790098218,-0.516791498522324,-0.0559425708360582,0.717165183803365,0.190400268489004,0.813023840059109
R_2cctfbNWNNgZLPm,"less government, mixture of expansion types",neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8.0,US Born,Bachelor's degree,5.0,No,Far Southwest Side,Beverly,Not working (retired),-1,-1,0,-1,1,-1,1,6.0,0,5,Chicago,United States,-1,0,0,0,conservative,conservative,0,1,0,0,R_2cctfbNWNNgZLPm,0.221564393849075,-0.337112875150394,-0.336533146548284,0.0138323956933052,0.0119608910584909,0.276665886785104,0.370317637173966
R_2wcpc53iAnSyrdV,Affordable housing is extremely important and should be a part of ANY housing proposal ,neighborhood,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,9.0,US Born,Master's degree,2.0,Yes,North Side,Lincoln Park,Employed (full-time),0,1,1,1,0,0,0,5.0,1,2,Chicago,United States,0,0,1,-1,liberal,liberal,1,0,0,0,R_2wcpc53iAnSyrdV,-0.467712031540149,0.35051769363282,0.157331477581366,-0.162248567585077,0.091563612851841,-0.537378511680515,0.359544564512339
R_3Hwuesj8t1itrc3,Proposal 1 seems like the least intrusive ,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,3.0,US Born,Bachelor's degree,2.0,No,Far Southwest Side,Mount Greenwood,Employed (part-time),-1,-1,-2,-2,2,2,2,10.0,2,5,Chicago,United States,-2,0,-2,-2,liberal,liberal,1,0,0,0,R_3Hwuesj8t1itrc3,0.262132374285982,-0.472045049748195,0.742771117765966,0.0214877309301895,-0.325911097809728,-0.416294844477426,0.346142391455264
R_w0lJNdC50VOrf6p,I expressed my opinion,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,7.0,US Born,Other,5.0,No,West and Near West Side,Lower West Side,Employed (part-time),1,-1,1,1,1,0,0,8.0,0,2,Chicago,United States,0,0,-1,1,conservative,conservative,1,0,0,0,R_w0lJNdC50VOrf6p,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_2uE474kfpw5Fm0Y,I'm generally in favor of some rent control but with limits. Difficult to place those limits in proposals such as this. ,district,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0,10.0,US Born,Doctoral degree,1.0,Do not know,"Central, Near North, and Near North Side",Near North Side,Employed (full-time),-1,-1,0,1,1,-1,0,8.0,2,4,Chicago,United States,0,0,0,0,liberal,liberal,1,0,0,0,R_2uE474kfpw5Fm0Y,0.138464485508173,0.311886589495119,0.041275541034218,0.105734667865193,0.0653111538626611,-0.494093506129473,-0.180930167236394
R_3lyRkC5bPxRI6Ww,"rent  caps are important, or rent increase controls, as well as affordable housing",neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,4.0,Other,Doctoral degree,0.0,No,South Side,Hyde Park,Employed (full-time),-1,-2,-1,0,-1,2,-1,4.0,1,4,Chicago,United States,0,0,-1,1,liberal,very liberal,1,0,0,0,R_3lyRkC5bPxRI6Ww,0.682211429922401,0.62337254007008,0.7289351766367,0.422051083810655,-0.462478626378743,0.420693012043989,-0.434424978872074
R_yUWShApZVPrHaY9,whatever is cheaper,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,9.0,US Naturalization,Master's degree,7.0,Do not know,Northwest Side,Irving Park,Employed (full-time),0,0,0,0,0,0,0,5.0,1,4,Chicago,United States,0,0,0,0,conservative,very conservative,0,1,0,0,R_yUWShApZVPrHaY9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_2t5xTBFAtylzGnZ,Just make great sense,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,US Born,No school certificate,4.0,No,West and Near West Side,West Garfield Park,Not working (disability/illness),2,2,2,2,2,-2,2,3.0,2,4,Chicago,United States,1,-1,0,-1,moderate,moderate,0,1,0,0,R_2t5xTBFAtylzGnZ,-0.0339509808284535,0.240003413436314,0.197062153792751,-0.0671773429395836,-0.123388097894494,0.63653662376445,-0.306706610450807
R_VW2d6rclDZ6hWRX,I preferred rent control as it makes it feel that I can still live in my home without the fear of not being able to afford it,district,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,6.0,US Naturalization,Bachelor's degree,2.0,Do not know,Northwest Side,Irving Park,Employed (part-time),1,0,1,1,1,0,-1,7.0,2,4,Chicago,United States,0,-2,0,2,liberal,liberal,1,0,0,0,R_VW2d6rclDZ6hWRX,0.932461632485382,0.0186869282363201,-0.206455750380986,-0.06552498107901,-0.195889057590143,0.99009900990099,0.390840079527069
R_1LhDKRIqe1kWKWz,A lot of people in the neighborhood and not enough home to live in that are structurally sound ,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,10.0,US Born,Bachelor's degree,2.0,No,West and Near West Side,North Lawndale,Employed (full-time),-1,-1,1,1,1,1,0,1.0,1,2,Chicago,United States,-1,-2,1,-2,liberal,liberal,0,1,0,0,R_1LhDKRIqe1kWKWz,0.104085276382832,0.371325774674623,0.406763273044447,-0.089782805048214,0.703817726836443,0.165020652489577,-0.453630149472353
R_2ONPiPSJMybFPNY,I am very pro development.,district,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,64.0,8.0,US Born,Bachelor's degree,1.0,No,North Side,North Center,Employed (full-time),-1,-2,-1,1,2,0,0,9.0,2,5,Chicago,United States,1,3,1,2,liberal,liberal,0,1,0,0,R_2ONPiPSJMybFPNY,0.370691276684494,-0.229427119995946,0.615056611062185,0.27740549679088,0.425227223678481,-0.652556096096117,-0.0072322436271608
R_1RlQQF9YkRVPU53,They are combining too much into the proposal without any consideration for climate/environment. Just propose one thing at a time.,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7.0,US Born,Bachelor's degree,1.0,No,"Central, Near North, and Near North Side",Near North Side,Employed (full-time),-1,-2,1,0,1,0,1,6.0,1,4,Chicago,United States,0,-1,0,-1,liberal,liberal,0,1,0,0,R_1RlQQF9YkRVPU53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_3nq0hTF7nbbIDq2,Every job was good so I agreed. All the work is good. Some of the work was not ticked.,district,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,2.0,US Born,Master's degree,7.0,Yes,North Side,North Center,Employed (full-time),2,2,2,2,2,2,2,10.0,2,5,Chicago,United States,3,3,0,0,conservative,very conservative,0,1,0,0,R_3nq0hTF7nbbIDq2,0.578561501151918,0.041709680270428,-0.635511794901572,0.23512760538284,-0.295147795275869,-0.248592716874254,-0.43067493000851
R_3RsjgjA54WVvcZi,I think land owners should be able to make a profit,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,9.0,US Born,Bachelor's degree,1.0,No,Northwest Side,Hermosa,Employed (full-time),-1,-1,0,0,1,1,1,6.0,1,4,Chicago,United States,0,-2,-1,-2,liberal,liberal,1,0,0,0,R_3RsjgjA54WVvcZi,-0.334779932883116,-0.385221082253228,0.232478146542634,-0.375408746316679,0.116762620382048,-0.189149923000503,0.292309146368422
R_3MRUMmotp8DHgk1,Free enterprise capitalism,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,US Born,Master's degree,7.0,No,Far Southwest Side,Morgan Park,Not employed (unemployed),0,0,0,0,-2,0,0,1.0,-2,4,Chicago,United States,0,-2,2,1,conservative,very conservative,0,1,0,0,R_3MRUMmotp8DHgk1,-0.0944007631769977,0.0445580441009622,0.0,-0.262789508863305,0.0933957792038444,0.0714438354790069,-0.530269950336203
R_3gZpVGW3Bx9g87Z,I just want to save money,other district,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.0,8.0,US Born,Bachelor's degree,2.0,No,Southwest Side,West Lawn,Homemaker,0,1,1,1,-1,1,0,6.0,1,4,Chicago,United States,1,-2,1,1,liberal,liberal,1,0,0,0,R_3gZpVGW3Bx9g87Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_3Hklur70QbPEAaz,this is very important for me,neighborhood,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,32.0,4.0,US Born,Higher technical examination,5.0,Yes,West and Near West Side,Austin,Employed (full-time),1,1,1,2,2,2,2,8.0,1,2,Chicago,United States,2,2,0,3,conservative,conservative,0,1,0,0,R_3Hklur70QbPEAaz,0.174881140446672,0.561386785445737,-0.208734557941017,0.405677599933491,0.340431909171441,0.211851922700222,-0.408560040170978
R_3sspAYprJdvyrep,Don't trust any of them,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,10.0,US Born,Higher education entrance qualification,7.0,No,"Central, Near North, and Near North Side",Near North Side,Employed (full-time),-1,1,2,1,1,2,-2,5.0,1,5,Chicago,United States,1,-3,3,3,conservative,very conservative,1,0,0,0,R_3sspAYprJdvyrep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_2YysF0nUZXXtgjJ,rent and government housing bring more trash to the neighborhood they make property values go down. they trash the area then move or get kicked out leaving the place in shambles.,district,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,2.0,US Born,Higher education entrance qualification,6.0,No,Southwest Side,Archer Heights,Employed (full-time),2,-1,2,-1,-1,2,-2,4.0,0,5,Chicago,United States,0,-2,-2,-2,conservative,conservative,1,0,0,0,R_2YysF0nUZXXtgjJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_2Y5sNYpIZEOHWCv,I chose Proposal 2 because it better fits for me.,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,7.0,US Born,Apprenticeship,3.0,No,Far South Side,Pullman,Employed (full-time),0,0,0,1,0,0,0,1.0,0,5,Chicago,United States,1,1,1,1,moderate,moderate,1,0,0,0,R_2Y5sNYpIZEOHWCv,-0.0431401065355204,0.282443975577099,0.599420658302454,0.0113377100871909,-0.0087520020775915,0.0328638820814683,0.197640179289398
R_2zcekHp56Nf0F1T,good is the best for me to make ,neighborhood,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,2.0,US Born,Higher education entrance qualification,4.0,Yes,West and Near West Side,North Lawndale,Homemaker,-1,0,0,1,0,0,0,8.0,-1,2,Chicago,United States,-1,-1,0,1,moderate,moderate,1,0,0,0,R_2zcekHp56Nf0F1T,-0.102595750563748,-0.167321811295176,-0.098117083035795,0.119773978912207,-0.195634107993836,0.0,0.167272191282515
R_3MtcVUULXp06LvK,No personal interaction seems to disappear ,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,9.0,US Born,Higher education entrance qualification,4.0,Yes,Southwest Side,West Elsdon,Not working (other reason),1,-1,1,-2,-1,1,-1,5.0,0,5,Chicago,United States,0,-2,-2,-2,moderate,moderate,1,0,0,0,R_3MtcVUULXp06LvK,-0.387507384876277,0.0361426245839588,-0.0361912185789605,0.0893640343561826,0.11262653974503,0.738984342630327,-0.217966048133401
R_2pKSRNhtsypVQlj,Suggested by increasing building intensification and control of rental prices,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,8.0,US Born,Master's degree,0.0,No,West and Near West Side,Lower West Side,Employed (part-time),-1,-1,1,1,2,-1,2,5.0,1,2,Chicago,United States,1,1,-1,1,liberal,very liberal,0,1,0,0,R_2pKSRNhtsypVQlj,-0.16112815605596,-0.0144423827377857,-0.510655948920546,-0.443312934639827,-0.650441001434618,-0.173731916904161,-0.246366324284406
R_3n1tAHbEc8YfcKr,I always love the plan which can increase the percentage of affordable housing,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,7.0,US Born,Master's degree,4.0,No,North Side,North Center,Employed (part-time),-1,-1,0,1,2,-2,1,7.0,2,2,Chicago,United States,1,1,2,3,moderate,moderate,0,1,0,0,R_3n1tAHbEc8YfcKr,0.0354773433721492,0.688889462213776,-0.0445463995564288,-0.233572094314368,-0.26667116997434,-0.0285193441265248,0.0483685236017428
R_1GVR3EOXlyWcNww,I didn't like them,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,US Born,Secondary school certificate,1.0,Yes,Southwest Side,Archer Heights,Student,0,-1,-2,-2,-2,0,2,7.0,2,2,Chicago,United States,1,2,0,0,liberal,liberal,0,1,0,0,R_1GVR3EOXlyWcNww,0.862127896711438,0.223476950148917,-0.485341475111641,-0.157939272479805,-0.502174852454092,0.148819953052916,-0.474725387037632
R_33ygQljFYcRYKBt,I think the given proposal is good for people,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,7.0,US Born,Doctoral degree,4.0,No,North Side,Lakeview,Employed (full-time),0,1,0,1,0,1,1,8.0,1,4,Chicago,United States,0,0,1,0,moderate,moderate,0,1,0,0,R_33ygQljFYcRYKBt,-0.715191400978511,0.360393690842567,-0.595872405083409,-0.557374803096667,-0.505088741599961,-0.512087463889134,0.41442063172895
R_11ZmtHvp7oxN4qE,renters should have a say,district,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,9.0,US Born,Higher education entrance qualification,3.0,No,North Side,Lincoln Park,Employed (full-time),-2,-2,-1,0,-1,-1,2,5.0,2,2,Chicago,United States,1,-3,1,1,moderate,moderate,0,1,0,0,R_11ZmtHvp7oxN4qE,-0.382172892025332,-0.00231356345258,0.572275542030323,0.0592272646080193,0.0,-0.402546373136262,-0.180891582256555
R_1BQve3L7XEAXLCD,I feel there is input from the surrounding community needed,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,7.0,US Born,Apprenticeship,6.0,Do not know,Southwest Side,Garfield Ridge,Not working (retired),2,-2,2,1,1,1,-1,3.0,-2,5,Chicago,United States,0,-3,-3,-2,conservative,conservative,0,1,0,0,R_1BQve3L7XEAXLCD,0.592685874735815,0.0171892060306676,0.474182745185252,-0.210852415065753,-0.275913983207676,0.165109597294569,0.0463076574806033
R_1d0wDWlWxKh5qUS,need more information,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1.0,US Born,Bachelor's degree,3.0,No,South Side,Oakland,Not working (retired),0,0,0,0,0,0,-1,5.0,1,5,Chicago,United States,0,0,0,0,moderate,moderate,0,1,0,0,R_1d0wDWlWxKh5qUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_BSqEXUvUuEnTNHb,Minimum requirement of affordable housing is something I would vote against ,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,8.0,US Born,Bachelor's degree,4.0,No,Northwest Side,Irving Park,Employed (full-time),-1,-1,0,2,2,-1,0,6.0,1,5,Chicago,United States,-2,-3,0,0,moderate,moderate,0,1,0,0,R_BSqEXUvUuEnTNHb,0.159881186384137,-0.171244993460996,0.120639359779222,-0.200690115018521,0.0852451774719022,-0.343891837322721,-0.323902823381015
R_1hMs1KCRh7aKbyT,"I would love for people to have rent control, because people do lose jobs so they can't afford higher accommodations ",other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,6.0,US Born,Higher technical examination,2.0,Yes,West and Near West Side,North Lawndale,Not working (retired),-1,-1,-2,-2,-1,0,-1,3.0,2,5,Chicago,United States,0,-3,3,3,liberal,liberal,0,1,0,0,R_1hMs1KCRh7aKbyT,0.580575829125232,0.425099365888864,0.584662473967567,-0.0218186754653349,-0.162988858774,-0.189311070922254,0.0
R_3dFB0xTc375VGWf,Because it's the best solution.,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,8.0,US Born,Bachelor's degree,0.0,No,West and Near West Side,West Town,Employed (full-time),2,0,0,1,1,-1,0,7.0,0,2,Chicago,United States,1,2,1,1,liberal,very liberal,1,0,0,0,R_3dFB0xTc375VGWf,0.82021888691764,-0.221496688179507,0.0,-0.0149091036199378,-0.633679658943775,0.543165932927087,-0.426585823803542
R_3iqUK2Wp2OZc4b7,Because I may not agree on changing different parts of the neighborhood. But thank you. ,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,8.0,US Born,Apprenticeship,5.0,No,Southwest Side,Brighton Park,Employed (full-time),-2,-2,-1,1,0,0,0,6.0,1,4,Chicago,United States,1,-1,2,-3,conservative,conservative,1,0,0,0,R_3iqUK2Wp2OZc4b7,0.502601980394957,-0.16146564701583,0.266017993362799,0.562427293182253,-0.0544813030156083,-0.0394513151405893,0.657797423655525
R_RRMpX16D6rI9KDL,Minimal rent increases and more affordable housing is something I am in favor of ,neighborhood,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,25.0,1.0,US Born,Bachelor's degree,1.0,Yes,"Central, Near North, and Near North Side",Near North Side,Not employed (unemployed),-1,-1,1,1,1,1,-1,7.0,2,2,Chicago,United States,2,2,0,1,liberal,liberal,1,0,0,0,R_RRMpX16D6rI9KDL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_24cnZtIoQsqPVBI,government ran buildings make me think there will be infrastructure issues down the road... but I really do not want a international for-profit. The building should have a significant percentage be affordable housing but the street level needs to offer small business space. no chains but small businesses.,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,10.0,US Born,Bachelor's degree,1.0,No,Far North Side,Albany Park,Employed (full-time),-1,-1,0,1,0,-1,1,8.0,2,2,Chicago,United States,-1,1,1,-2,liberal,liberal,1,0,0,0,R_24cnZtIoQsqPVBI,0.209344432634354,0.22450015744078,0.316379873251383,0.124630673046652,0.195612409886227,-0.100647700250795,0.198726012932804
R_vVJzwn0amDaIbXr,I don't prefer growing of habitants,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,5.0,US Born,Bachelor's degree,3.0,No,Far North Side,Rogers Park,Employed (full-time),-1,0,0,-1,1,-1,0,6.0,1,2,Chicago,United States,-1,-1,1,1,moderate,moderate,0,1,0,0,R_vVJzwn0amDaIbXr,0.543250716565458,0.0716386749087652,-0.0262002488367439,0.406935045830686,-0.626934180629685,0.0265537989469712,0.0597696022286288
R_26nBQet5y9Y8hAO,Some of them are just too good to be true and others are just not wise,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,1.0,US Born,Secondary school certificate,2.0,No,North Side,North Center,Not working (other reason),-2,-2,0,-1,0,-1,1,5.0,1,5,Chicago,United States,0,0,1,1,liberal,liberal,1,0,0,0,R_26nBQet5y9Y8hAO,-0.693241923509128,-0.0686192876053092,-0.499236122874563,0.02146123479041,-0.704567216841349,0.305569669742873,0.472054829266902
R_2q7uNiibOwLkK5u,I didn't think they were beneficial ,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,US Born,Secondary school certificate,5.0,No,Far North Side,O’Hare,Not working (retired),-1,-1,-1,-1,1,-1,1,10.0,2,5,Chicago,United States,0,0,1,0,conservative,conservative,0,1,0,0,R_2q7uNiibOwLkK5u,-0.274041813727335,-0.171622103359545,0.348058154799288,-0.492206522873041,0.167291453861404,0.510987792548057,-0.622253045634156
R_6u3OeYsv96HIVSF,I don't want the neighborhood to get too crowded - there's already a fair amount of congestion and litter. I do think we could use more small businesses (retail and restaurant) and I generally think that some reasonable rent controls are good.,neighborhood,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,5.0,US Born,Doctoral degree,1.0,Do not know,North Side,Logan Square,Employed (full-time),-1,-1,0,1,2,-2,0,8.0,1,4,Chicago,United States,0,0,1,1,liberal,liberal,1,0,0,0,R_6u3OeYsv96HIVSF,0.317511453613011,-0.0551017314671015,0.144861614183809,-0.0752597561602525,-0.629742121515588,-0.1011215523499,0.413246338560725
R_2qrcjUKljXhlUZQ,Seemed beneficial for tr neighborhood. But I'd definitely do more research ,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,8.0,US Born,Bachelor's degree,1.0,No,Far North Side,Albany Park,Employed (full-time),-2,1,-1,0,-1,-1,-1,6.0,2,2,Chicago,United States,3,0,1,1,liberal,liberal,1,0,0,0,R_2qrcjUKljXhlUZQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_xrXoQ6vV2ZqrmAV,I want to live a better life,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,US Born,Bachelor's degree,0.0,No,West and Near West Side,Humboldt Park,Not working (disability/illness),0,1,0,0,2,0,0,10.0,1,2,Chicago,United States,0,3,-3,-3,liberal,very liberal,1,0,0,0,R_xrXoQ6vV2ZqrmAV,0.141008025242016,-0.202610944420779,-0.105899509052798,-0.181893533936257,-0.122921244316549,0.319670855136691,-0.157698320394122
R_28Z1UNuuxVojwnp,I believe the people should have a say in what goes on in their neighborhood. I prefer rent controls so that the rent isn't too high. The housing should be mixed. ,neighborhood,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,1.0,US Born,Secondary school certificate,4.0,No,South Side,Washington Park,Not employed (unemployed),-1,-1,0,-1,-1,-1,-1,4.0,1,4,Chicago,United States,-1,-1,1,2,moderate,moderate,0,1,0,0,R_28Z1UNuuxVojwnp,0.313726199477828,0.335878345919817,0.381415215369246,0.384234295909376,-0.377194552169819,0.105709544685207,0.432149932029423
R_Xz7N3YIVaVANZol,Rents are to high and my area is being gentrified and one day be priced out.,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,US Born,Higher education entrance qualification,2.0,No,Southwest Side,McKinley Park,Employed (part-time),1,-1,1,1,1,0,0,6.0,0,4,Chicago,United States,0,-2,1,-1,liberal,liberal,0,1,0,0,R_Xz7N3YIVaVANZol,-0.271938597277069,0.237443185740413,-0.0612340879187771,-0.0781579906318851,-0.180871058504852,0.701198836563107,-0.802426286029212
R_28V3pITlsNstPol,Mostly due to the increase of population and increase in rent implementation. Also I prefer the zoned business and apartment combination over just increase of housing alone,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,5.0,US Born,Higher technical examination,4.0,No,Northwest Side,Irving Park,Employed (full-time),0,1,0,1,1,1,0,7.0,0,4,Chicago,United States,0,-1,-1,1,moderate,moderate,0,1,0,0,R_28V3pITlsNstPol,0.169807313937721,-0.519255880255823,0.406116875809897,-0.15254745670659,0.15195932692028,0.199652618382086,0.432856401317389
R_1GJt4sKoThvbmPf,I am just interested in what is right for my neighborhood and what is good for us all as people,district,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,4.0,US Born,Bachelor's degree,7.0,No,Northwest Side,Montclare,Employed (part-time),-2,1,0,1,0,-1,0,2.0,2,5,Chicago,United States,2,2,1,1,conservative,very conservative,1,0,0,0,R_1GJt4sKoThvbmPf,-0.184782666262842,0.429873489490847,0.0812578147920993,0.6056211232932,0.394727906217157,0.723030129686727,-0.0009617994971775
R_XTE2AUGNMsKVzjP,Just my opinion ,district,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,3.0,US Born,Bachelor's degree,0.0,Do not know,North Side,Lakeview,Employed (full-time),1,0,1,0,0,0,1,2.0,-1,2,Chicago,United States,1,-1,0,0,liberal,very liberal,0,1,0,0,R_XTE2AUGNMsKVzjP,-0.0282716411891073,0.219677728275351,0.582296318847632,-0.226343361898639,-0.0691818356735039,-0.620868133891399,-0.184607709497561
R_3qJcr4sY7kE6rUq,"Climate neutral, need business on bottom",other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4.0,US Born,Master's degree,1.0,No,North Side,Logan Square,Homemaker,-1,-1,-1,1,1,-1,-1,5.0,2,2,Chicago,United States,0,0,1,-1,liberal,liberal,1,0,0,0,R_3qJcr4sY7kE6rUq,0.543934463788563,0.255700640938827,-0.387502788531859,0.382687786695048,-0.502464582799454,0.336970328640046,0.161694631496515
R_xt1L6GnKTDhgHCx,I like my neighborhood the way it is. That's why we live where we do.,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,6.0,US Naturalization,Master's degree,7.0,No,Far Southwest Side,Mount Greenwood,Not working (retired),-2,-2,-1,0,1,-2,0,5.0,0,5,Chicago,United States,0,-1,-1,1,conservative,very conservative,1,0,0,0,R_xt1L6GnKTDhgHCx,0.0723374369776372,-0.335632907612987,-0.458543595428234,-0.187999276393445,-0.397089417874575,0.554227498600628,0.651722441852865
R_2TMJUBXJuk4GZzb,Cause they rent is low,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,US Born,No school certificate,7.0,No,South Side,South Shore,Not working (disability/illness),-2,2,-1,2,-1,2,1,10.0,0,4,Chicago,United States,0,0,-3,-3,conservative,very conservative,1,0,0,0,R_2TMJUBXJuk4GZzb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_rqidYtpLhGvKotb,The one I picked as my first choice seemed more favorable then the alternative.,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,5.0,US Born,Higher education entrance qualification,5.0,No,Northwest Side,Hermosa,Not working (retired),-1,-1,0,0,1,0,0,5.0,0,4,Chicago,United States,0,2,0,1,conservative,conservative,0,1,0,0,R_rqidYtpLhGvKotb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
